date,ambiguity_metric,risk
2018-01-09,3.321430242304072,0.0017383918259038763
2018-01-10,3.566195910837833,0.0016636217444958572
2018-01-11,3.2200643423366073,0.0028787585929508403
2018-01-12,3.1193766691143265,0.0028001134309180056
2018-01-15,3.5641700577556317,0.0032287469208659584
2018-01-16,3.1862288490082893,0.0034994450946163273
2018-01-17,3.5056448252671206,0.00421283328709151
2018-01-18,3.2631554262182214,0.00419911706723661
2018-01-19,3.1001418483356833,0.004121669849805843
2018-01-22,3.0697888159801727,0.005353603617539184
2018-01-23,3.1611780106288747,0.005812671549240233
2018-01-24,3.167699091743966,0.004510531545702513
2018-01-25,3.2966270570796565,0.007164626730539802
2018-01-26,3.197251474540476,0.007150426831395589
2018-01-29,3.416702948169176,0.010914002095966536
2018-01-30,3.3775225774006787,0.008960564099753302
2018-01-31,3.4042672018969564,0.00965672265914813
2018-02-01,3.34225176442954,0.009691519065482691
2018-02-02,2.8850445479331674,0.010260931045451619
2018-02-05,2.737189018523572,0.007292083711007476
2018-02-06,2.853438861930124,0.014496392786634732
2018-02-07,3.030357154743492,0.015301033992192865
2018-02-08,2.6348062040310145,0.015192574484845567
2018-02-09,2.9849500096226773,0.016961283977110445
2018-02-12,2.1821218144189585,0.02119073800033848
2018-02-13,1.9492750426789083,0.023733013400591276
2018-02-14,1.7092748514221532,0.02347307538424616
2018-02-22,1.7420460330267187,0.02565414212862572
2018-02-23,2.505133216839284,0.00642631886142777
2018-02-26,2.832690078399818,0.006395263761485806
2018-02-27,2.6754115355921444,0.01321768108099822
2018-02-28,2.2502334055968065,0.014700433664399852
2018-03-01,2.4385964227032244,0.010951183123010227
2018-03-02,2.359239070449789,0.011058046488562156
2018-03-05,2.462419914741799,0.008208549702590376
2018-03-06,2.4776004094249444,0.009021515315703173
2018-03-07,2.788128051015546,0.008694558011653315
2018-03-08,2.715970684383576,0.009449926179942286
2018-03-09,3.152127556600715,0.008004856054299523
2018-03-12,3.029431326530559,0.007671214102068554
2018-03-13,2.99369702909646,0.008759172520587992
2018-03-14,2.8378761516434254,0.008105384342992628
2018-03-15,2.9654567586650664,0.0071384433473603804
2018-03-16,2.9005479538929437,0.007264213885468949
2018-03-19,3.3798961374940273,0.007220426587076647
2018-03-20,3.2210405539812528,0.006376092472371751
2018-03-21,3.047367721179813,0.006334243920829113
2018-03-22,3.0531550621857217,0.006370748948207418
2018-03-23,2.741141742146252,0.013028045100036034
2018-03-26,2.304513753065252,0.01134593490320573
2018-03-27,1.8783255693542433,0.013474910691449548
2018-03-28,1.9339633230242224,0.013866773697802204
2018-03-29,2.2094704266154297,0.017664470816014476
2018-03-30,2.1987427974660596,0.012445562805388248
2018-04-02,2.4345964263906836,0.012111072004933015
2018-04-03,2.7969861765456705,0.011406362692236417
2018-04-04,2.7741554651569946,0.0075803660644411025
2018-04-09,2.816021365787561,0.0028010200317653182
2018-04-10,2.738464050042978,0.01015399173841492
2018-04-11,2.798390760463665,0.009841104385342907
2018-04-12,2.8145292619302182,0.010803307884864556
2018-04-13,2.672372453527904,0.011477946667642791
2018-04-16,3.220425880089169,0.013828238089367412
2018-04-17,3.1571155864609626,0.007771526305608724
