Date,Monthly_Return_Pct,SSE300_Close,Ambiguity_Metric,Risk_Metric,Climate_Risk_Component,Global_GPR_Component,Correlation_Adjusted_Index,Equal_Weighted_Index,GPR_Japan,GPR_US,New_Ambiguity_Metric.1,New_Risk_Metric.1,GPR_China.1,New_Ambiguity_Metric,New_Risk_Metric,GPR_China
2023-06-01,2.63855126122379,3842.45,2.907691549650359,0.0084818649307519,1.0672266787615363,17.266438546714856,2.93309870847325,9.166832612738196,493.79375333333337,213.15054814285713,,,1.094619631767273,,,1.094619631767273
2023-07-01,3.03836649439436,4014.63,2.5384439533340277,0.008805925022009,0.8786223092023691,17.65315498900886,2.8107614523822084,9.265888649105616,494.1863263333333,213.219989,,,1.229966402053833,,,1.229966402053833
2023-08-01,-8.639306596160056,3765.27,2.601134892623537,0.0091772923171211,-0.4408539700488429,15.89515175980902,1.440774371935622,7.727148894880088,494.4652006666667,213.11621257142855,,,0.8068953156471252,,,0.8068953156471252
2023-09-01,-1.45468510965543,3689.52,2.890258927982647,0.0082364113362513,0.5043159008742664,13.68350887381162,2.022333428074117,7.093912387342943,494.83165533333334,213.23665914285715,,,0.7795100212097168,,,0.7795100212097168
2023-10-01,-2.5787188450087304,3572.51,2.6672190250064016,0.007363434026251,0.2152553369601053,10.505214458278465,1.4004825608429812,5.360234897619285,495.14663,214.05049328571428,,,0.975350260734558,,,0.975350260734558
2023-11-01,-3.3867777987766705,3496.2,2.7798465386305407,0.0062688602042547,0.2349506901573482,11.570763350081894,1.5406423465550425,5.902857020119621,495.53556366666663,213.9306172857143,,,0.8242284655570984,,,0.8242284655570984
2023-12-01,0.3506551805909129,3431.11,2.850816886990132,0.0076154022129708,-1.5148535205689533,13.44185618832735,0.2079035203186889,5.963501333879198,495.777565,214.05159257142856,,,0.7623403668403625,,,0.7623403668403625
2024-01-01,-1.3555110858652746,3215.35,3.1705922207213977,0.0108087168050685,-0.9131064884845236,15.289085536781773,0.9531088043575048,7.187989524148625,496.1886283333333,214.191242,,,0.7966805100440979,,,0.7966805100440979
2024-02-01,10.91044603761514,3516.08,3.1714486242444297,0.0106076245258645,-0.0440519800857947,14.995467846640476,1.688243369448933,7.47570793327734,496.42140166666667,214.2687994285714,,,0.6699879765510559,,,0.6699879765510559
2024-03-01,2.6199227449965696,3537.48,3.353368077553924,0.0077076438835191,-0.2429663240575964,14.238703082426614,1.4250742021945408,6.997868379184509,496.7716096666666,214.21244342857145,,,0.7568590641021729,,,0.7568590641021729
2024-04-01,4.802012768544918,3604.39,2.8504489357129055,0.0091597933639444,0.0613741916032705,13.826614774841389,1.646894375910954,6.94399448322233,497.1836863333333,214.69185314285713,,,0.6323847770690918,,,0.6323847770690918
2024-05-01,-0.8170818426753996,3579.92,2.7306623920238544,0.0077101369705971,-1.0829549455908145,14.146377404079995,0.671203558789852,6.531711229244591,497.4420096666667,214.67215885714288,,,0.8587943911552429,,,0.8587943911552429
2024-06-01,0.12271796274675,3461.66,3.1106971483784274,0.0046891324258447,-0.2889593408555254,13.93636412377824,1.3495545191163163,6.823702391461357,497.81995133333334,214.53997857142855,,,0.6829918622970581,,,0.6829918622970581
2024-07-01,3.17923178816225,3442.08,3.0768307525325316,0.006652919137788,-0.2976777679332468,12.846876708393754,1.2163499971409304,6.274599470230254,498.09828866666663,214.3467,,,0.47161865234375,,,0.47161865234375
2024-08-01,-1.34475086654189,3321.43,2.9019100874886417,0.0065081951978314,-0.8775021591663761,12.244535011928862,0.6339319976286512,5.683516426381243,498.39450966666664,215.01141114285716,,,0.5922026634216309,,,0.5922026634216309
2024-09-01,12.559314806228013,4017.85,2.9055692577682213,0.0104243226590854,-0.1811941416151222,13.06150901541002,1.344138672097258,6.440157436897448,498.7914229999999,215.02465428571423,,,0.6975585222244263,,,0.6975585222244263
2024-10-01,-9.38163997421082,3891.04,2.898825110367964,0.0263493248695695,-0.4798710631612906,10.93095145938566,0.8344604459502594,5.225540198112185,499.15834866666665,215.1453454285714,,,0.7274490594863892,,,0.7274490594863892
2024-11-01,3.452006352223701,3916.58,3.3879427454966216,0.0133960379434087,-0.394028552312596,8.82147513158021,0.667439789705782,4.213723289633807,499.4530813333334,215.48481342857147,,,0.8202099800109863,,,0.8202099800109863
2024-12-01,-0.4668021613847599,3995.64,3.017839723354553,0.0083771134670552,-1.487148312721004,7.744720208270016,-0.4237950214803277,3.1287859477745057,499.78814266666666,215.865077,,,0.7962610125541687,,,0.7962610125541687
