Date,China,Hongkong,Japan,US
1906-02-01,0.2802865207195282,0.0,0.2491435706615448,1.3391467332839966
1906-03-01,0.2203553169965744,0.0,0.19281090795993805,1.115548849105835
1906-04-01,0.12044564634561539,0.0,0.12044564634561539,0.9334537982940674
1906-05-01,0.12393493205308914,0.0,0.10844306647777557,1.239349365234375
1906-06-01,0.03265305981040001,0.0,0.1469387710094452,1.436734676361084
1906-07-01,0.045126352459192276,0.0,0.1504211723804474,1.609506607055664
1906-08-01,0.03219575062394142,0.0,0.09658724814653397,1.6580811738967896
1906-09-01,0.12638230621814728,0.0,0.14218010008335114,2.3064770698547363
1906-10-01,0.10149340331554413,0.0,0.08699434250593185,1.4064085483551025
1906-11-01,0.0,0.0,0.04430006071925163,1.033668041229248
1906-12-01,0.08553100377321243,0.0,0.1995723396539688,0.9836065769195557
1907-01-01,0.05291705206036568,0.0,0.06614631414413452,1.0318825244903564
1907-02-01,0.11517420411109924,0.0,0.2879354953765869,1.4252806901931763
1907-03-01,0.023977940902113914,0.0,0.09591176360845566,1.1389521360397339
1907-04-01,0.07816570997238159,0.0,0.06513809412717819,0.9640437960624695
1907-05-01,0.1036672294139862,0.0,0.1036672294139862,1.0107554197311401
1907-06-01,0.2396266907453537,0.0,0.5549249649047852,1.563879370689392
1907-07-01,0.13065063953399658,0.0,0.6532531976699829,1.5939377546310425
1907-08-01,0.13962934911251068,0.0,0.19040365517139435,1.2820513248443604
1907-09-01,0.026099439710378647,0.0,0.11744747310876846,0.8221323490142822
1907-10-01,0.09240923821926117,0.0,0.25082507729530334,0.9108911156654358
1907-11-01,0.05504334717988968,0.0,0.11008669435977936,0.7155635356903076
1907-12-01,0.05081946402788162,0.0,0.1143437922000885,0.9274551868438721
1908-01-01,0.14450867474079132,0.0,0.39411455392837524,1.300577998161316
1908-02-01,0.04254715517163277,0.0,0.1843710094690323,0.7658488154411316
1908-03-01,0.13957619667053223,0.0,0.3045298755168915,1.0150996446609497
1908-04-01,0.0547570139169693,0.0,0.17796030640602112,0.8624230027198792
1908-05-01,0.09221446514129639,0.0,0.07904096692800522,0.8562771677970886
1908-06-01,0.028555111959576607,0.0,0.08566533774137497,1.1707595586776733
1908-07-01,0.10713807493448257,0.0,0.12053033709526062,1.1115574836730957
1908-08-01,0.06583278626203537,0.0,0.11849901080131531,0.921658992767334
1908-09-01,0.04141358286142349,0.0,0.1380452811717987,0.6764218807220459
1908-10-01,0.04014989361166954,0.0,0.08029978722333908,1.2847965955734253
1908-11-01,0.09712779521942139,0.0,0.15262939035892487,1.0822811126708984
1908-12-01,0.10014306008815765,0.0,0.14306151866912842,1.2446352243423462
1909-01-01,0.1734856218099594,0.0,0.13011421263217926,0.8240566849708557
1909-02-01,0.09570904821157455,0.0,0.414739191532135,1.2282661199569702
1909-03-01,0.01462629809975624,0.0,0.02925259619951248,1.1701037883758545
1909-04-01,0.0444115474820137,0.0,0.07401924580335617,1.199111819267273
1909-05-01,0.04128250852227211,0.0,0.09632585942745209,0.990780234336853
1909-06-01,0.029244041070342064,0.0,0.13159818947315216,0.8773212432861328
1909-07-01,0.05788711830973625,0.0,0.05788711830973625,1.0998553037643433
1909-08-01,0.10828370600938797,0.0,0.10828370600938797,1.0557661056518555
1909-09-01,0.08498583734035492,0.0,0.08498583734035492,0.779036819934845
1909-10-01,0.05219206586480141,0.0,0.05219206586480141,0.900313138961792
1909-11-01,0.014186409302055836,0.0,0.04255922883749008,1.007235050201416
1909-12-01,0.06623394042253494,0.0,0.052987150847911835,1.059743046760559
1910-01-01,0.06027001142501831,0.0,0.07232401520013809,0.9040501713752747
1910-02-01,0.04092211276292801,0.0,0.05456281453371048,0.94120854139328
1910-03-01,0.07470119744539261,0.0,0.17430278658866882,1.1080677509307861
1910-04-01,0.040655914694070816,0.0,0.040655914694070816,0.8673262000083923
1910-05-01,0.05091649666428566,0.0,0.012729124166071415,1.0565173625946045
1910-06-01,0.09269067645072937,0.0,0.07944915443658829,0.9533898234367371
1910-07-01,0.0890132263302803,0.0,0.06358087807893753,1.1190234422683716
1910-08-01,0.05382855609059334,0.0,0.05382855609059334,1.0631139278411865
1910-09-01,0.055983204394578934,0.0,0.027991602197289467,0.8257522583007812
1910-10-01,0.025967281311750412,0.0,0.03895092010498047,0.9218384623527527
1910-11-01,0.026709401980042458,0.0,0.08012820780277252,1.0817307233810425
1910-12-01,0.0655393898487091,0.013107878156006336,0.1310787796974182,1.1797089576721191
1911-01-01,0.1016131117939949,0.0,0.19052457809448242,1.435285210609436
1911-02-01,0.11481056362390518,0.0,0.1578645259141922,1.0189437866210938
1911-03-01,0.3298152983188629,0.0,0.4353561997413635,2.7176780700683594
1911-04-01,0.07806400954723358,0.0,0.18214936554431915,1.717408299446106
1911-05-01,0.17541491985321045,0.0,0.14842800796031952,1.7136688232421875
1911-06-01,0.027781635522842407,0.0,0.055563271045684814,0.9167940020561218
1911-07-01,0.07740936428308487,0.0,0.12901560962200165,1.3804670572280884
1911-08-01,0.05402485281229019,0.0,0.13506212830543518,1.4991896152496338
1911-09-01,0.2778935730457306,0.013894678093492985,0.20842017233371735,2.2648324966430664
1911-10-01,0.7123429775238037,0.0,0.2978888750076294,2.434917688369751
1911-11-01,0.5819592475891113,0.0,0.20784258842468262,2.023001194000244
1911-12-01,0.25539523363113403,0.0,0.1660068929195404,1.6217596530914307
1912-01-01,0.4009401500225067,0.0,0.09677865356206894,1.437854290008545
1912-02-01,0.08497379720211029,0.0,0.05664920061826706,1.6569890975952148
1912-03-01,0.28735631704330444,0.012493752874433994,0.1374312788248062,1.4867565631866455
1912-04-01,0.09953078627586365,0.0,0.11374946683645248,1.1801507472991943
1912-05-01,0.059084195643663406,0.0,0.11816839128732681,1.831610083580017
1912-06-01,0.08204567432403564,0.0,0.06837139278650284,1.3400793075561523
1912-07-01,0.04453681781888008,0.0,0.04453681781888008,1.1728028059005737
1912-08-01,0.13748854398727417,0.0,0.06110601872205734,1.8179041147232056
1912-09-01,0.0829072818160057,0.013817880302667618,0.09672516584396362,1.8101422786712646
1912-10-01,0.17998062074184418,0.0,0.1384466290473938,3.4888551235198975
1912-11-01,0.06970584392547607,0.0,0.01394116785377264,3.025233507156372
1912-12-01,0.040355123579502106,0.0,0.10761366784572601,1.614205002784729
1913-01-01,0.09619348496198654,0.0,0.04122577980160713,1.4429023265838623
1913-02-01,0.07107320427894592,0.0,0.02842928282916546,2.2174839973449707
1913-03-01,0.04959087446331978,0.0,0.0,1.586907982826233
1913-04-01,0.09462016820907593,0.0,0.18924033641815186,1.5815085172653198
1913-05-01,0.09324630349874496,0.0,0.2930597960948944,1.4919408559799194
1913-06-01,0.027948575094342232,0.0,0.055897150188684464,0.8524315357208252
1913-07-01,0.41020965576171875,0.0,0.37982377409935,2.354907274246216
1913-08-01,0.24702121317386627,0.014530659653246403,0.18889857828617096,2.3539669513702393
1913-09-01,0.16025641560554504,0.0,0.21853147447109222,1.325757622718811
1913-10-01,0.02789011225104332,0.0,0.08367034047842026,0.9482638239860535
1913-11-01,0.1435469090938568,0.0,0.15659663081169128,2.1532037258148193
1913-12-01,0.052805282175540924,0.0,0.09240923821926117,1.5445544719696045
1914-01-01,0.07961783558130264,0.0,0.2653927803039551,1.8444797992706299
1914-02-01,0.0722961276769638,0.0,0.1445922553539276,2.356853723526001
1914-03-01,0.06397952884435654,0.0,0.16634677350521088,1.9961612224578857
1914-04-01,0.1579778790473938,0.0,0.32912057638168335,5.068457126617432
1914-05-01,0.10253781080245972,0.0,0.16662395000457764,3.5119199752807617
1914-06-01,0.08242890238761902,0.0,0.09616705775260925,2.486605405807495
1914-07-01,0.10993541032075882,0.0,0.32980623841285706,4.466125965118408
1914-08-01,1.2861310243606567,0.0397772490978241,2.2275259494781494,15.977194786071777
1914-09-01,0.6331846117973328,0.014390559867024422,1.3814936876296997,12.980284690856934
1914-10-01,0.3570011854171753,0.0,0.7933359742164612,10.696813583374023
1914-11-01,0.26301947236061096,0.0,0.5917937755584717,10.270910263061523
1914-12-01,0.43045467138290405,0.0,0.8071025013923645,9.496906280517578
1915-01-01,0.18513621389865875,0.0,0.3570483922958374,7.603808403015137
1915-02-01,0.48622366786003113,0.0,0.5893620252609253,10.358036994934082
1915-03-01,0.2937249541282654,0.0,0.48064085841178894,8.53137493133545
1915-04-01,0.3736322522163391,0.0,0.4270082712173462,7.619429111480713
1915-05-01,0.5887623429298401,0.012799181044101715,0.5247663855552673,10.047356605529785
1915-06-01,0.3164556920528412,0.0,0.33021464943885803,10.66318130493164
1915-07-01,0.20531070232391357,0.0,0.30112236738204956,9.93703842163086
1915-08-01,0.23952095210552216,0.0,0.4524284899234772,10.592148780822754
1915-09-01,0.15775132179260254,0.0,0.22945646941661835,9.006166458129883
1915-10-01,0.1632140576839447,0.0,0.25109854340553284,8.851223945617676
1915-11-01,0.1618996262550354,0.0,0.43173232674598694,7.892606735229492
1915-12-01,0.4532504677772522,0.0,0.46620047092437744,7.0577569007873535
1916-01-01,0.3109452724456787,0.0,0.6094527244567871,7.139303684234619
1916-02-01,0.3299458920955658,0.0,0.42233073711395264,6.73089599609375
1916-03-01,0.21628499031066895,0.0,0.4580152630805969,8.040712356567383
1916-04-01,0.17610062658786774,0.0,0.23899370431900024,7.635220050811768
1916-05-01,0.16205266118049622,0.013504388742148876,0.2970965504646301,7.481431484222412
1916-06-01,0.20361070334911346,0.0,0.38007330894470215,10.492737770080566
1916-07-01,0.21496708691120148,0.0,0.41649872064590454,10.063146591186523
1916-08-01,0.3579952120780945,0.0,0.5220763683319092,9.680788040161133
1916-09-01,0.32437440752983093,0.0,0.33982083201408386,9.360519409179688
1916-10-01,0.27913469076156616,0.0,0.3768318295478821,8.5136079788208
1916-11-01,0.22019964456558228,0.0,0.2055196762084961,7.413388252258301
1916-12-01,0.284252405166626,0.0,0.49744173884391785,8.044342994689941
1917-01-01,0.15622781217098236,0.0,0.2982530891895294,6.675188064575195
1917-02-01,0.23724792897701263,0.0,0.5931198000907898,12.09964370727539
1917-03-01,0.4951176047325134,0.0,1.1002613306045532,11.181406021118164
1917-04-01,0.21379703283309937,0.0,0.3990877866744995,11.259977340698242
1917-05-01,0.2908587157726288,0.0,0.3878116309642792,9.681440353393555
1917-06-01,0.5159198045730591,0.0,0.3537735939025879,8.446344375610352
1917-07-01,0.41245344281196594,0.0,0.4922831356525421,9.872272491455078
1917-08-01,0.493513822555542,0.0,0.40891143679618835,10.631697654724121
1917-09-01,0.17791159451007843,0.013685506768524647,0.4242507219314575,9.40194320678711
1917-10-01,0.20202019810676575,0.0,0.2693602740764618,8.592592239379883
1917-11-01,0.2620689570903778,0.0,0.38620689511299133,9.917241096496582
1917-12-01,0.25513458251953125,0.0,0.34443169832229614,9.618574142456055
1918-01-01,0.218848317861557,0.0,0.24620434641838074,9.000136375427246
1918-02-01,0.2616279125213623,0.0,0.31976744532585144,9.694766998291016
1918-03-01,0.45911404490470886,0.0,1.0050874948501587,10.944286346435547
1918-04-01,0.19564002752304077,0.0,0.5310229063034058,11.55673599243164
1918-05-01,0.29251429438591003,0.0,0.38558703660964966,9.613083839416504
1918-06-01,0.28482651710510254,0.012946659699082375,0.6084930300712585,12.51941967010498
1918-07-01,0.40879616141319275,0.0,0.7612066268920898,14.0118408203125
1918-08-01,0.3849855661392212,0.0,0.9143407344818115,13.089509010314941
1918-09-01,0.34411561489105225,0.0,0.5161734223365784,13.747419357299805
1918-10-01,0.10491344332695007,0.0,0.1573701649904251,13.149151802062988
1918-11-01,0.21164020895957947,0.0,0.21164020895957947,9.100528717041016
1918-12-01,0.1741332858800888,0.0,0.31660598516464233,6.759537696838379
1919-01-01,0.4570923149585724,0.0,0.5455617904663086,6.1633734703063965
1919-02-01,0.36152154207229614,0.015718327835202217,0.6916064023971558,6.97893762588501
1919-03-01,0.487058162689209,0.0,0.8071249723434448,6.345672130584717
1919-04-01,0.44766902923583984,0.0,0.6946588158607483,6.576103687286377
1919-05-01,0.36199095845222473,0.0,0.4675716459751129,5.248868942260742
1919-06-01,0.14669209718704224,0.0,0.3227226138114929,5.7649993896484375
1919-07-01,0.6423000693321228,0.0,0.6728857755661011,5.795993328094482
1919-08-01,0.6846256852149963,0.0,0.7888078689575195,5.372823238372803
1919-09-01,0.4898088276386261,0.0,0.568810224533081,4.8348870277404785
1919-10-01,0.24868343770503998,0.0,0.36571094393730164,4.885898113250732
1919-11-01,0.2207157462835312,0.0,0.47296231985092163,5.328708648681641
1919-12-01,0.15422578155994415,0.0,0.3547193109989166,4.31832218170166
1920-01-01,0.14480161666870117,0.0,0.34752389788627625,3.547639846801758
1920-02-01,0.20554985105991364,0.0,0.29364264011383057,3.1272940635681152
1920-03-01,0.13144442439079285,0.0,0.30670365691185,4.235431671142578
1920-04-01,0.078125,0.0,0.1875,4.5625
1920-05-01,0.10790812224149704,0.0,0.231231689453125,3.052258253097534
1920-06-01,0.0622180737555027,0.0,0.1555451899766922,2.706486225128174
1920-07-01,0.3251277208328247,0.0,0.3251277208328247,3.5144758224487305
1920-08-01,0.15487068891525269,0.0,0.26328015327453613,3.577512741088867
1920-09-01,0.13251614570617676,0.0,0.19877421855926514,2.567500352859497
1920-10-01,0.15861572325229645,0.0,0.23071376979351044,3.172314405441284
1920-11-01,0.10318396240472794,0.0,0.2358490526676178,2.535377264022827
1920-12-01,0.1217038556933403,0.0,0.31102097034454346,2.5557808876037598
1921-01-01,0.08181074261665344,0.0,0.28633761405944824,1.8543769121170044
1921-02-01,0.047080978751182556,0.0,0.2667922079563141,2.4325172901153564
1921-03-01,0.18281535804271698,0.0,0.25312894582748413,2.7562930583953857
1921-04-01,0.12394987046718597,0.0,0.2754441499710083,2.396364212036133
1921-05-01,0.06828735023736954,0.0,0.2321770042181015,2.799781560897827
1921-06-01,0.18450184166431427,0.0,0.3294675946235657,2.5962045192718506
1921-07-01,0.18550416827201843,0.0,0.31800714135169983,2.358553171157837
1921-08-01,0.24533188343048096,0.0,0.36799782514572144,2.3988006114959717
1921-09-01,0.16190756857395172,0.0,0.23550191521644592,2.0017662048339844
1921-10-01,0.3161478638648987,0.0,0.41342413425445557,2.456225633621216
1921-11-01,0.5379630923271179,0.0,0.8069446086883545,2.5186452865600586
1921-12-01,0.29154518246650696,0.0,0.6195335388183594,2.2959184646606445
1922-01-01,0.3289860188961029,0.0,0.45823052525520325,1.9151686429977417
1922-02-01,0.24752475321292877,0.0,0.2866075932979584,1.8629494905471802
1922-03-01,0.23721978068351746,0.0,0.37955164909362793,2.004507064819336
1922-04-01,0.2701433002948761,0.0,0.3523608148097992,2.3608174324035645
1922-05-01,0.3990142047405243,0.011735712178051472,0.3168642222881317,1.9950710535049438
1922-06-01,0.27574631571769714,0.011988970451056957,0.20381249487400055,2.074091911315918
1922-07-01,0.21407882869243622,0.0,0.13852159678936005,2.7956175804138184
1922-08-01,0.13760320842266083,0.0,0.150112584233284,2.014010429382324
1922-09-01,0.1256456822156906,0.0,0.1954488307237625,2.736283779144287
1922-10-01,0.026514649391174316,0.0,0.07954394817352295,2.0283706188201904
1922-11-01,0.0933457762002945,0.0,0.10668089240789413,1.8402453660964966
1922-12-01,0.09808729588985443,0.012260911986231804,0.1348700374364853,1.7533104419708252
1923-01-01,0.07151370495557785,0.0,0.1430274099111557,2.741358757019043
1923-02-01,0.06569439172744751,0.0,0.013138878159224987,2.207331418991089
1923-03-01,0.08743442595005035,0.0,0.06245316192507744,1.773669719696045
1923-04-01,0.07217610627412796,0.01202935166656971,0.1202935129404068,1.5758450031280518
1923-05-01,0.6540977358818054,0.0,0.1282544583082199,2.270103931427002
1923-06-01,0.13065063953399658,0.013065064325928688,0.09145544469356537,1.5939377546310425
1923-07-01,0.0487092062830925,0.0,0.12177301198244095,1.9361909627914429
1923-08-01,0.08883249014616013,0.0,0.10152284055948257,1.3578680753707886
1923-09-01,0.13885031640529633,0.013885032385587692,0.3471257984638214,2.6936962604522705
1923-10-01,0.0634920671582222,0.0,0.05079365149140358,1.5873016119003296
1923-11-01,0.04991888254880905,0.0,0.04991888254880905,1.397728681564331
1923-12-01,0.07228915393352509,0.0,0.07228915393352509,1.9036144018173218
1924-01-01,0.044888339936733246,0.0,0.044888339936733246,1.9975311756134033
1924-02-01,0.059894584119319916,0.0,0.059894584119319916,1.4135122299194336
1924-03-01,0.031638894230127335,0.0,0.05273149162530899,1.0546298027038574
1924-04-01,0.0438692681491375,0.0,0.17547707259655,1.4476858377456665
1924-05-01,0.04335103556513786,0.0,0.15172861516475677,1.2571799755096436
1924-06-01,0.03244295343756676,0.0,0.08651454746723175,1.1030604839324951
1924-07-01,0.04826837033033371,0.0,0.09653674066066742,1.9066007137298584
1924-08-01,0.17257247865200043,0.0,0.1610676497220993,2.105384349822998
1924-09-01,0.8071316480636597,0.0,0.6987109780311584,2.481628656387329
1924-10-01,0.466386079788208,0.0,0.3753839135169983,1.6835399866104126
1924-11-01,0.22398924827575684,0.0,0.23518870770931244,1.556725263595581
1924-12-01,0.06779661029577255,0.0,0.23728813230991364,1.5028249025344849
1925-01-01,0.1783723533153534,0.0,0.23411370813846588,1.2597547769546509
1925-02-01,0.07036472111940384,0.0,0.14072944223880768,1.3252023458480835
1925-03-01,0.13675573468208313,0.0,0.19987376034259796,1.2623605728149414
1925-04-01,0.04339336231350899,0.0,0.075938381254673,1.6923410892486572
1925-05-01,0.02137208729982376,0.0,0.11754648387432098,1.4426159858703613
1925-06-01,0.2850694954395294,0.023755790665745735,0.21380211412906647,1.7104169130325317
1925-07-01,0.25842827558517456,0.011746739968657494,0.1879478394985199,1.7150241136550903
1925-08-01,0.24688586592674255,0.0,0.12344293296337128,1.6833127737045288
1925-09-01,0.22274325788021088,0.0,0.1289566308259964,1.5123095512390137
1925-10-01,0.16069789230823517,0.0,0.09182736277580261,1.8939393758773804
1925-11-01,0.13930562138557434,0.0,0.07501071691513062,1.2001714706420898
1925-12-01,0.11100011318922043,0.0,0.11100011318922043,1.2654012441635132
1926-01-01,0.09193993359804153,0.0,0.09193993359804153,0.8274593949317932
1926-02-01,0.03483916074037552,0.0,0.08129137009382248,1.0684008598327637
1926-03-01,0.22626760601997375,0.0,0.1337035894393921,0.9256402254104614
1926-04-01,0.11812714487314224,0.0,0.09664948284626007,1.363831639289856
1926-05-01,0.1715092808008194,0.010088780894875526,0.15133172273635864,1.8260693550109863
1926-06-01,0.09982253611087799,0.011091393418610096,0.07763975113630295,1.2422360181808472
1926-07-01,0.10298661142587662,0.0,0.05721478536725044,1.2243963479995728
1926-08-01,0.13803355395793915,0.0,0.10617965459823608,1.274155855178833
1926-09-01,0.36567002534866333,0.0,0.15057002007961273,1.5164551734924316
1926-10-01,0.19704432785511017,0.0,0.04926108196377754,1.123152732849121
1926-11-01,0.18134193122386932,0.0,0.11082006990909576,1.1686480045318604
1926-12-01,0.14974543452262878,0.0,0.13976240158081055,1.3177597522735596
1927-01-01,0.44048550724983215,0.0,0.22513704001903534,2.241581916809082
1927-02-01,0.46714088320732117,0.021233676001429558,0.2548041045665741,1.8048624992370605
1927-03-01,0.6227843165397644,0.0,0.29702022671699524,2.117466688156128
1927-04-01,0.9449135661125183,0.010052272118628025,0.6634499430656433,1.9601930379867554
1927-05-01,0.32676687836647034,0.0,0.16805154085159302,1.204369306564331
1927-06-01,0.2894500494003296,0.0,0.2096017599105835,1.337458848953247
1927-07-01,0.18798759579658508,0.0,0.21618573367595673,1.1937211751937866
1927-08-01,0.16977928578853607,0.0,0.1298312246799469,1.30829918384552
1927-09-01,0.08638894557952881,0.0,0.04799385741353035,1.0846611261367798
1927-10-01,0.24271844327449799,0.0,0.09888529032468796,1.4203523397445679
1927-11-01,0.17014840245246887,0.0,0.11343227326869965,1.5218830108642578
1927-12-01,0.2530933618545532,0.018747655674815178,0.19685038924217224,1.443569540977478
1928-01-01,0.08648274838924408,0.0,0.1556689441204071,1.5826342105865479
1928-02-01,0.056872036308050156,0.0,0.056872036308050156,1.2227487564086914
1928-03-01,0.14150525629520416,0.0,0.14150525629520416,1.388520359992981
1928-04-01,0.12411347776651382,0.0,0.23049645125865936,1.258865237236023
1928-05-01,0.5792903900146484,0.0,0.5611875653266907,1.3848659992218018
1928-06-01,0.184859961271286,0.0,0.12940198183059692,1.1091598272323608
1928-07-01,0.14385730028152466,0.0,0.15344777703285217,1.1892203092575073
1928-08-01,0.2370370328426361,0.009876543655991554,0.28641974925994873,1.224691390991211
1928-09-01,0.09306654334068298,0.0,0.10237319767475128,0.9771987199783325
1928-10-01,0.09056330472230911,0.0,0.05433798208832741,0.8694077134132385
1928-11-01,0.04701899737119675,0.0,0.06582659482955933,0.9685913324356079
1928-12-01,0.02642473392188549,0.0,0.05284946784377098,1.5766757726669312
1929-01-01,0.05383097007870674,0.0,0.11663377285003662,1.2829715013504028
1929-02-01,0.27629759907722473,0.0,0.2565620541572571,1.4505624771118164
1929-03-01,0.2616696357727051,0.0,0.15193720161914825,1.5868996381759644
1929-04-01,0.17224186658859253,0.0,0.13598041236400604,1.550176739692688
1929-05-01,0.24800220131874084,0.0,0.10103793442249298,1.3043079376220703
1929-06-01,0.09165062755346298,0.0,0.07332050055265427,0.9714966416358948
1929-07-01,1.0573441982269287,0.0,0.7239474058151245,1.9813297986984253
1929-08-01,0.41879943013191223,0.0,0.30711957812309265,1.4611446857452393
1929-09-01,0.33124440908432007,0.0,0.22381378710269928,1.1369740962982178
1929-10-01,0.17908309400081635,0.0,0.12535816431045532,1.1640400886535645
1929-11-01,0.38382574915885925,0.0,0.258859246969223,1.1871819496154785
1929-12-01,0.4851424992084503,0.008663259446620941,0.32920384407043457,1.2821623086929321
1930-01-01,0.13545240461826324,0.0,0.19866353273391724,1.1919811964035034
1930-02-01,0.20755089819431305,0.0,0.22731764614582062,1.1860051155090332
1930-03-01,0.199318990111351,0.0,0.28236857056617737,1.469977617263794
1930-04-01,0.16208915412425995,0.009004952386021614,0.18009905517101288,1.2877082824707031
1930-05-01,0.24241335690021515,0.0,0.25139161944389343,1.2120667695999146
1930-06-01,0.47415396571159363,0.0,0.24172554910182953,1.3759762048721313
1930-07-01,0.18580089509487152,0.0,0.3324858248233795,1.3495012521743774
